article_id,doc_id,title
119/2009/qđ-ttg+3,119/2009/qđ-ttg,"Điều 3. Bộ Kế hoạch và Đầu tư, Bộ Tài chính ban hành Thông tư liên tịch hướng dẫn việc thực hiện Quy chế; kiểm tra theo chức năng việc thực hiện Quy chế này."
11/2013/tt-bct+1,11/2013/tt-bct,Điều 1. Ban hành kèm theo Thông tư này “Quy chuẩn kỹ thuật quốc gia về yêu cầu thiết kế cửa hàng xăng dầu”. Ký hiệu QCVN 01 : 2013/BCT.
11/2020/tt-bgtvt+2,11/2020/tt-bgtvt,"Điều 2. Mã số, phân hạng chức danh nghề nghiệp viên chức chuyên ngành cảng vụ hàng không"
11/2021/tt-bgdđt+1,11/2021/tt-bgdđt,Điều 1. Ban hành kèm theo Thông tư này Chương trình và thực hiện bồi dưỡng nghiệp vụ sư phạm cho người có bằng cử nhân chuyên ngành phù hợp có nguyện vọng trở thành giáo viên tiểu học.
11/2021/tt-bgdđt+2,11/2021/tt-bgdđt,Điều 2. Thông tư này có hiệu lực thi hành kể từ ngày 22 tháng 5 năm 2021. Các quy định trước đây trái với quy định tại Thông tư này đều bị bãi bỏ.
122/2007/qđ-ttg+3,122/2007/qđ-ttg,"Điều 3. Quân nhân, công nhân viên chức quốc phòng khi được cấp có thẩm quyền giao nhiệm vụ trực tiếp thực hiện nhiệm vụ rà phá bom, mìn, vật nổ, nếu bị thương, bị bệnh, hy sinh thuộc một trong các trường hợp quy định tại Điều 3, Điều 11 và Điều 17 Nghị định số 54/2006/NĐ-CP ngày 26 tháng 5 năm 2006 của Chính phủ hướng dẫn thi hành một số điều của Pháp lệnh Ưu đãi người có công với cách mạng thì được xem xét, xác nhận là thương binh, bệnh binh hoặc liệt sĩ."
122/2007/qđ-ttg+4,122/2007/qđ-ttg,"Điều 4. Quyết định này có hiệu lực thi hành sau 15 ngày, kể từ ngày đăng Công báo."
122/2007/qđ-ttg+5,122/2007/qđ-ttg,"Điều 5. Bộ Lao động - Thương binh và Xã hội chủ trì, phối hợp với Bộ Quốc phòng và Bộ Tài chính hướng dẫn thi hành Quyết định này."
128/2018/nđ-cp+3,128/2018/nđ-cp,"Điều 3. Sửa đổi, bổ sung"
12/2016/tt-bgdđt+15,12/2016/tt-bgdđt,Điều 15. Thông tư này có hiệu lực kể từ ngày 09 tháng 6 năm 2016.
12/2019/tt-bgtvt+1,12/2019/tt-bgtvt,"Điều 1. Ban hành kèm theo Thông tư này Định mức kinh tế - kỹ thuật các hao phí ca máy cho các phương tiện chuyên dùng trong công tác quản lý, bảo trì đường thủy nội địa."
12/2019/tt-btnmt+1,12/2019/tt-btnmt,Điều 1. Ban hành kèm theo Thông tư này Định mức kinh tế - kỹ thuật vận hành trạm thu dữ liệu viễn thám.
12/2019/tt-btnmt+2,12/2019/tt-btnmt,Điều 2. Thông tư này có hiệu lực thi hành kể từ ngày 20 tháng 9 năm 2019.
12/2019/tt-nhnn+2,12/2019/tt-nhnn,"Điều 2. Chức danh và mã số ngạch các ngạch công chức ngành Ngân hàng, gồm:"
12/2020/nđ-cp+1,12/2020/nđ-cp,"Điều 1. Ngưng hiệu lực thi hành Điều 63, điểm c khoản 1 Điều 64, điểm b khoản 2 và khoản 3 Điều 65 Nghị định số 26/2019/NĐ-CP ngày 08 tháng 3 năm 2019 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật thủy sản cho đến khi sửa đổi các quy định đảm bảo phù hợp với quy định của pháp luật, chủ trương của Đảng, chỉ đạo của Chính phủ, Thủ tướng Chính phủ."
12/2020/nđ-cp+2,12/2020/nđ-cp,Điều 2. Nghị định này có hiệu lực thi hành kể từ ngày ký.
131/2009/qđ-ttg+8,131/2009/qđ-ttg,Điều 8. Quyết định này có hiệu lực thi hành kể từ ngày 01 tháng 01 năm 2010.
131/2014/tt-bqp+1,131/2014/tt-bqp,Điều 1. Ban hành kèm theo Thông tư này Quy chế quản lý kho vật chứng trong Quân đội.
131/2014/tt-bqp+2,131/2014/tt-bqp,Điều 2. Thông tư này có hiệu lực thi hành từ ngày 25 tháng 11 năm 2014.
1338/2004/qđ-byt+2,1338/2004/qđ-byt,"Điều 2. “Hướng dẫn quy trình kỹ thuật rửa và sử dụng lại quả lọc thận” là tài liệu hướng dẫn về thực hành chuyên môn kỹ thuật được áp dụng trong tất cả các cơ sở khám chữa bệnh của Nhà nước, bán công và tư nhân ."
1338/2004/qđ-byt+3,1338/2004/qđ-byt,Điều 3. Quyết định này có hiệu lực sau 15 ngày kể từ ngày đăng công báo.
135/2015/tt-btc+1,135/2015/tt-btc,Điều 1. Ban hành kèm theo Thông tư này Điều lệ tổ chức và hoạt động của Công ty trách nhiệm hữu hạn Mua bán nợ Việt Nam.
135/2015/tt-btc+2,135/2015/tt-btc,Điều 2. Thông tư này có hiệu lực từ ngày 01/11/2015 và thay thế Thông tư số 79/2011/TT-BTC  ngày 08/06/2011 của Bộ Tài chính ban hành Điều lệ về tổ chức và hoạt động của Công ty trách nhiệm hữu hạn một thành viên Mua bán nợ Việt Nam.
136/2018/nđ-cp+2,136/2018/nđ-cp,Điều 2. Sửa đổi một số khoản tại
136/2018/nđ-cp+4,136/2018/nđ-cp,"Điều 4. Bãi bỏ Điều 9 và Điều 13 Nghị định số 18/2015/NĐ-CP ngày 14 tháng 02 năm 2015 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành các quy định về quy hoạch bảo vệ môi trường, đánh giá môi trường chiến lược, đánh giá tác động môi trường và kế hoạch bảo vệ môi trường"
136/2018/nđ-cp+5,136/2018/nđ-cp,Điều 5. Bãi bỏ điểm d khoản 5 Điều 22 Nghị định số 19/2015/NĐ-CP ngày 14 tháng 02 năm 2015 của Chính phủ quy định chi tiết thi hành một số điều của Luật Bảo vệ môi trường
137/2018/nđ-cp+2,137/2018/nđ-cp,Điều 2. Bãi bỏ Điều 43 của Nghị định số 123/2013/NĐ-CP ngày 14 tháng 10 năm 2013 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật luật sư.
138/2018/nđ-cp+2,138/2018/nđ-cp,Điều 2. Bãi bỏ các quy định sau:
138/2018/nđ-cp+4,138/2018/nđ-cp,"Điều 4; khoản 2 Điều 5; điểm h khoản 1 Điều 6; các điểm c, đ, e, g, h, i, k khoản 2 Điều 6; khoản 4 Điều 6; các điểm c và đ khoản 1 Điều 9; điểm c khoản 1 Điều 14; Điều 17; điểm b khoản 1 Điều 18; Điều 25; Phụ lục I của Nghị định số 65/2016/NĐ-CP ngày 01 tháng 7 năm 2016 của Chính phủ quy định về điều kiện kinh doanh dịch vụ đào tạo lái xe ô tô và dịch vụ sát hạch lái xe."
138/2020/nđ-cp+11,138/2020/nđ-cp,Điều 11 Nghị định số 06/2010/NĐ-CP ngày 25 tháng 01 năm 2010 của Chính phủ quy định những người là công chức.
13/2014/tt-bnv+2,13/2014/tt-bnv,Điều 2. Mã số và phân hạng chức danh nghề nghiệp viên chức chuyên ngành lưu trữ
13/2015/tt-bgdđt+1,13/2015/tt-bgdđt,Điều 1. Ban hành kèm theo Thông tư này Quy chế tổ chức và hoạt động trường mầm non tư thục.
13/2015/tt-bgdđt+2,13/2015/tt-bgdđt,"Điều 2. Thông tư này có hiệu lực thi hành kể từ ngày 14 tháng 8 năm 2015. Thông tư này thay thế Quyết định số 41/2008/QĐ-BGDĐT ngày 25 tháng 7 năm 2008 của Bộ trưởng Bộ Giáo dục và Đào tạo ban hành Quy chế tổ chức và hoạt động trường mầm non tư thục và Thông tư số 28/2011/TT-BGDĐT ngày 15 tháng 7 năm 2011 về việc sửa đổi, bổ sung một số điều của Quy chế tổ chức và hoạt động trường mầm non tư thục ban hành kèm theo Quyết định số 41/2008/QĐ-BGDĐT ngày 25 tháng 7 năm 2008 của Bộ trưởng Bộ Giáo dục và Đào tạo."
13/2018/tt-bgdđt+2,13/2018/tt-bgdđt,Điều 2. Thông tư này có hiệu lực thi hành kể từ ngày 15 tháng 7 năm 2018.
13/2019/tt-bkhcn+1,13/2019/tt-bkhcn,Điều 1. Ban hành kèm theo Thông tư này Quy chuẩn kỹ thuật quốc gia về thép làm cốt bê tông (QCVN 07:2019/BKHCN).
13/2019/tt-btnmt+1,13/2019/tt-btnmt,"Điều 1. Ban hành kèm theo Thông tư này Quy định Định mức kinh tế - kỹ thuật thống kê, kiểm kê đất đai và lập bản đồ hiện trạng sử dụng đất."
13/2020/tt-bgdđt+1,13/2020/tt-bgdđt,"Điều 1. Ban hành kèm theo Thông tư này Quy định tiêu chuẩn cơ sở vật chất các trường mầm non, tiểu học, trung học cơ sở, trung học phổ thông và trường phổ thông có nhiều cấp học."
13/2020/tt-bgdđt+2,13/2020/tt-bgdđt,Điều 2. Thông tư này có hiệu lực thi hành kể từ ngày 11 tháng 7 năm 2020.
140/2018/nđ-cp+2,140/2018/nđ-cp,"Điều 2. Bãi bỏ Khoản 2 Điều 9; Khoản 4 Điều 11; điểm d Khoản 2 và điểm b khoản 3 Điều 12; khoản 3 và khoản 6 Điều 15; điểm c Khoản 5 Điều 18; Khoản 3 Điều 24 Nghị định số 44/2016/NĐ-CP  ngày 15 tháng 5 năm 2016 của Chính phủ quy định chi tiết một số điều của Luật an toàn, vệ sinh lao động về hoạt động kiểm định kỹ thuật an toàn lao động, huấn luyện an toàn, vệ sinh lao động và quan trắc môi trường lao động."
140/2018/nđ-cp+4,140/2018/nđ-cp,"Điều 4. Bãi bỏ Điều 7 và Điều 14 của Nghị định số 31/2015/NĐ-CP  ngày 24 tháng 3 năm 2015 của Chính phủ quy định chi tiết thi hành một số điều của Luật Việc làm về đánh giá, cấp chứng chỉ kỹ năng nghề quốc gia"
140/2018/nđ-cp+8,140/2018/nđ-cp,Điều 8. Bãi bỏ khoản 2 Điều 6 Nghị định số 49/2018/NĐ-CP  ngày 30 tháng 3 năm 2018 của Chính phủ quy định về kiểm định chất lượng giáo dục nghề nghiệp
140/2018/nđ-cp+12,140/2018/nđ-cp,"Điều 12. Bãi bỏ Khoản 2 Điều 7, Điều 9 Nghị định số 52/2014/NĐ-CP  ngày 23 tháng 5 năm 2014 của Chính phủ quy định điều kiện, thủ tục cấp giấy phép hoạt động dịch vụ việc làm của doanh nghiệp hoạt động dịch vụ việc làm"
140/2018/nđ-cp+13,140/2018/nđ-cp,Điều 13. Bãi bỏ điểm b Khoản 3 Điều 8 và Điều 17 Nghị định số 11/2016/NĐ-CP  ngày 03 tháng 02 năm 2016 của Chính phủ quy định chi tiết thi hành một số điều của Bộ luật lao động về lao động nước ngoài làm việc tại Việt Nam
140/2018/nđ-cp+15,140/2018/nđ-cp,"Điều 15. Bãi bỏ Điều 23, Điều 24, Điều 28, Điều 29 của Nghị định số 166/2016/NĐ-CP  ngày 24 tháng 12 năm 2016 quy định về giao dịch điện tử trong lĩnh vực bảo hiểm xã hội, bảo hiểm y tế và bảo hiểm thất nghiệp và Điều 15 Nghị định số 134/2015/NĐ-CP ngày 29 tháng 12 năm 2015 của Chính phủ quy định chi tiết một số điều của Luật Bảo hiểm xã hội về bảo hiểm xã hội tự nguyện."
140/2018/nđ-cp+18,140/2018/nđ-cp,"Điều 18. Bãi bỏ Điều 20, Điều 21, Điều 22 Nghị định số 28/2012/NĐ-CP ngày 10 tháng 4 năm 2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật người khuyết tật; Điều 21 Nghị định số 136/2013/ NĐ-CP ngày 21 tháng 10 năm 2013 của Chính phủ quy định chính sách trợ giúp xã hội đối với đối tượng bảo trợ xã hội."
142/2008/qđ-ttg+4,142/2008/qđ-ttg,"Điều 4. Đối tượng quy định tại khoản 1 Điều 2 đã từ trần trước ngày 01 tháng 01 năm 2009, đối tượng quy định tại Điều 3 đã từ trần trước ngày Quyết định này có hiệu lực thi hành (bao gồm cả số từ trần khi tại ngũ) thì một trong những người sau đây: vợ hoặc chồng; bố đẻ, mẹ đẻ; con đẻ, con nuôi hoặc người nuôi dưỡng hợp pháp của người từ trần được hưởng chế độ trợ cấp một lần bằng 3.000.000 đồng."
142/2008/qđ-ttg+5,142/2008/qđ-ttg,Điều 5. Nguồn kinh phí thực hiện các chế độ quy định tại Quyết định này do ngân sách Trung ương bảo đảm.
144/2016/nđ-cp+6,144/2016/nđ-cp,"Điều 6. Thành phố được thực hiện cơ chế hỗ trợ một phần lãi suất cho các tổ chức, cá nhân khi vay vốn để đầu tư các dự án phát triển kinh tế - xã hội quan trọng có khả năng thu hồi vốn trong phạm vi và khả năng của ngân sách Thành phố."
144/2016/nđ-cp+7,144/2016/nđ-cp,Điều 7. Thành phố được bán nhà ở xã hội được đầu tư bằng nguồn vốn ngân sách nhà nước theo hình thức thu tiền một lần để tái đầu tư xây dựng nhà ở xã hội khác trên địa bàn. Ủy ban nhân dân Thành phố xây dựng Đề án báo cáo Bộ Xây dựng thống nhất bằng văn bản trước khi tổ chức thực hiện.
148/2017/nđ-cp+1,148/2017/nđ-cp,Điều 1. Ban hành kèm theo Nghị định này Điều lệ tổ chức và hoạt động của Tổng công ty Đầu tư và Kinh doanh vốn nhà nước.
148/2017/nđ-cp+2,148/2017/nđ-cp,Điều 2. Nghị định này có hiệu lực thi hành từ ngày ký ban hành và thay thế Nghị định số 57/2014/NĐ-CP ngày 16 tháng 6 năm 2014 của Chính phủ về Điều lệ tổ chức và hoạt động của Tổng công ty Đầu tư và Kinh doanh vốn nhà nước.
14/2014/tt-bxd+1,14/2014/tt-bxd,"Điều 1. Ban hành kèm theo Thông tư này Quy chuẩn kỹ thuật quốc gia “An toàn trong xây dựng”, mã số QCVN 18: 2014/BXD."
14/2014/tt-bxd+2,14/2014/tt-bxd,Điều 2. Thông tư này có hiệu lực thi hành kể từ ngày 01/11/2014.
14/2016/tt-bvhttdl+2,14/2016/tt-bvhttdl,"Điều 2. Tiêu chí của Trung tâm Văn hóa - Thể thao phường, thị trấn"
14/2017/tt-bgdđt+2,14/2017/tt-bgdđt,Điều 2. Thông tư này có hiệu lực thi hành kể từ ngày 22 tháng 7 năm 2017 và thay thế quy định về tổ chức và hoạt động của Hội đồng quốc gia thẩm định chương trình giáo dục phổ thông tại Quyết định số 37/2001/QĐ-BGDĐT ngày 10 tháng 8 năm 2001 của Bộ trưởng Bộ Giáo dục và Đào tạo về việc ban hành Quy chế Tổ chức và hoạt động của Hội đồng quốc gia thẩm định chương trình và thẩm định sách giáo khoa giáo dục phổ thông.
14/2019/tt-bkhcn+1,14/2019/tt-bkhcn,Điều 1. Ban hành kèm theo Thông tư này Quy chuẩn kỹ thuật quốc gia về khí dầu mỏ hóa lỏng (LPG) (QCVN 08:2019/BKHCN).
14/2020/tt-bgdđt+1,14/2020/tt-bgdđt,Điều 1. Ban hành kèm theo Thông tư này Quy định phòng học bộ môn của cơ sở giáo dục phổ thông.
155/2020/nd-cp+13,155/2020/nd-cp,"Điều 13, Điều 14 Nghị định số 151/2018/NĐ-CP ngày 07 tháng 11 năm 2018 của Chính phủ sửa đổi, bổ sung một số quy định về điều kiện đầu tư, kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Tài chính."
154/2018/nđ-cp+5,154/2018/nđ-cp,"Điều 5. Bãi bỏ Nghị định số 87/2016/NĐ-CP  ngày 01 tháng 7 năm 2016 của Chính phủ về điều kiện kinh doanh mũ bảo hiểm cho người đi mô tô, xe máy."
155/2020/nđ-cp+13,155/2020/nđ-cp,"Điều 13, Điều 14 Nghị định số 151/2018/NĐ-CP ngày 07 tháng 11 năm 2018 của Chính phủ sửa đổi, bổ sung một số quy định về điều kiện đầu tư, kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Tài chính."
15/2019/tt-nhnn+5,15/2019/tt-nhnn,"Điều 5. Bãi bỏ khoản 3, 6 Điều 1 Thông tư số 11/2016/TT-NHNN."
165/2007/nđ-cp+2,165/2007/nđ-cp,"Điều 2. Nghị định này có hiệu lực thi hành sau 15 ngày, kể từ ngày đăng Công báo. Các quy định trước đây trái với Nghị định này đều bị bãi bỏ."
165/2007/nđ-cp+3,165/2007/nđ-cp,Điều 3. Thống đốc Ngân hàng Nhà nước Việt Nam chịu trách nhiệm hướng dẫn thực hiện Nghị định này.
16/2014/tt-btnmt+1,16/2014/tt-btnmt,Điều 1. Ban hành kèm theo Thông tư này Quy chế hoạt động của Hội đồng đấu giá quyền khai thác khoáng sản theo quy định tại Khoản 3 Điều 12 Nghị định số 22/2012/NĐ-CP ngày 26 tháng 3 năm 2012 của Chính phủ quy định về đấu giá quyền khai thác khoáng sản.
16/2014/tt-btnmt+2,16/2014/tt-btnmt,Điều 2. Thông tư này có hiệu lực thi hành kể từ ngày 02 tháng 6 năm 2014.
172/2016/nđ-cp+1,172/2016/nđ-cp,Điều 1. Bãi bỏ khoản 6 Điều 6 Nghị định số 67/2014/NĐ-CP ngày 07 tháng 7 năm 2014 của Chính phủ về một số chính sách phát triển thủy sản.
1789/2005/qđ-nhnn+1,1789/2005/qđ-nhnn,"Điều 1. Ban hành kèm theo Quyết định này ""Chế độ chứng từ kế toán ngân hàng""."
1789/2005/qđ-nhnn+2,1789/2005/qđ-nhnn,"Điều 2. Quyết định này có hiệu lực thi hành sau 15 ngày kể từ ngày đăng Công báo và thay thế các Quyết định số 321/QĐ-NH2 ngày 04/12/1996 của Thống đốc Ngân hàng Nhà nước về việc ban hành Chế độ chứng từ kế toán ngân hàng, tổ chức tín dụng và Quyết định số 308/QĐ-NH2 ngày 16/9/1997 của Thống đốc Ngân hàng Nhà nước về việc ban hành Quy chế về lập, sử dụng, kiểm soát, xử lý, bảo quản và lưu trữ chứng từ điện tử của các Ngân hàng và tổ chức tín dụng."
17/2017/tt-blđtbxh+1,17/2017/tt-blđtbxh,"Điều 1. Ban hành kèm theo Thông tư này Quy chế công tác học sinh, sinh viên trong trường trung cấp, trường cao đẳng."
17/2017/tt-blđtbxh+2,17/2017/tt-blđtbxh,"Điều 2. Thông tư này có hiệu lực thi hành từ ngày 14 tháng 8 năm 2017; bãi bỏ Quyết định số 26/2007/QĐ-BLĐTBXH ngày 24 tháng 12 năm 2007 của Bộ trưởng Bộ Lao động - Thương binh và Xã hội ban hành Quy chế công tác học sinh, sinh viên trong các cơ sở dạy nghề hệ chính quy và Quyết định số 54/2008/QĐ-BLĐTBXH ngày 19 tháng 5 năm 2008 của Bộ trưởng Bộ Lao động - Thương binh và Xã hội ban hành Quy chế đánh giá kết quả rèn luyện của học sinh, sinh viên hệ chính quy trong các cơ sở dạy nghề."
188/1999/qđ-ttg+1,188/1999/qđ-ttg,"Điều 1. Nay quy định chế độ tuần làm việc 40 giờ trong 5 ngày, nghỉ ngày thứ bẩy và chủ nhật hàng tuần đối với cán bộ, công chức và người lao động trong các cơ quan, đơn vị hành chính, sự nghiệp, tổ chức chính trị, tổ chức chính trị - xã hội (gọi chung là đơn vị)."
188/1999/qđ-ttg+4,188/1999/qđ-ttg,"Điều 4. Khuyến khích các doanh nghiệp, cơ sở sản xuất kinh doanh thuộc các thành phần kinh tế khác và các cơ quan, tổ chức nước ngoài, tổ chức Quốc tế tại Việt Nam có sử dụng lao động, thực hiện tuần làm việc 40 giờ trong 5 ngày."
188/1999/qđ-ttg+5,188/1999/qđ-ttg,"Điều 5. Khi thực hiện chế độ tuần làm việc 40 giờ mức tiền lương ngày để trả lương làm thêm giờ, làm đêm, trả trợ cấp bảo hiểm xã hội thay lương v.v... vẫn thực hiện theo quy định hiện hành."
188/1999/qđ-ttg+6,188/1999/qđ-ttg,Điều 6. Quyết định này có hiệu lực thi hành từ ngày 02 tháng 10 năm 1999.
18/2011/nđ-cp+2,18/2011/nđ-cp,Điều 2. Nghị định này có hiệu lực từ ngày 12 tháng 05 năm 2011.
18/2018/tt-blđtbxh+6,18/2018/tt-blđtbxh,"Điều 6. Bãi bỏ Thông tư số 23/2013/TT-BLĐTBXH ngày 16 tháng 10 năm 2013 của Bộ trưởng Bộ Lao động - Thương binh và Xã hội hướng dẫn một số điều về hợp tác, đầu tư của nước ngoài trong lĩnh vực dạy nghề của Nghị định số 73/2012/NĐ-CP ngày 26 tháng 9 năm 2012 của Chính phủ quy định về hợp tác, đầu tư của nước ngoài trong lĩnh vực giáo dục"
1913/2005/qđ-nhnn+22,1913/2005/qđ-nhnn,"Điều 22. Mọi hành vi làm huỷ hoại, làm hư hỏng hoặc mất tài liệu kế toán lưu trữ, tuỳ theo tính chất, mức độ vi phạm sẽ bị xử phạt hành chính hoặc bị xử lý theo quy định của pháp luật."
19/2011/tt-bgdđt+1,19/2011/tt-bgdđt,Điều 1. Ban hành kèm theo Thông tư này mẫu bằng tốt nghiệp đại học.
19/2015/nđ-cp+1,19/2015/nđ-cp,"Điều 1. Phê duyệt Kế hoạch bảo vệ môi trường trong hoạt động phá dỡ con tàu có số đăng ký…. quốc tịch…. của (tên doanh nghiệp, địa chỉ) đáp ứng các yêu cầu bảo vệ môi trường trong quá trình phá dỡ."
19/2015/nđ-cp+2,19/2015/nđ-cp,"Điều 2. Trách nhiệm của tổ chức, cá nhân trong hoạt động phá dỡ tàu biển."
19/2018/tt-bgdđt+1,19/2018/tt-bgdđt,Điều 1. Ban hành kèm theo Thông tư này Quy định về kiểm định chất lượng giáo dục và công nhận đạt chuẩn quốc gia đối với trường mầm non.
19/2019/tt-bgdđt+1,19/2019/tt-bgdđt,"Điều 1. Ban hành kèm theo Thông tư này Quy chế bồi dưỡng thường xuyên giáo viên, cán bộ quản lý cơ sở giáo dục mầm non, cơ sở giáo dục phổ thông và giáo viên trung tâm giáo dục thường xuyên."
19/2019/tt-bgdđt+2,19/2019/tt-bgdđt,"Điều 2. Thông tư này có hiệu lực thi hành kể từ ngày 28 tháng 12 năm 2019. Thông tư này thay thế Thông tư số 26/2012/TT-BGDĐT ngày 10 tháng 7 năm 2012 của Bộ trưởng Bộ Giáo dục và Đào tạo ban hành Quy chế bồi dưỡng thường xuyên giáo viên mầm non, phổ thông và giáo dục thường xuyên."
203/2013/nđ-cp+2,203/2013/nđ-cp,"Điều 2. (Tên tổ chức, cá nhân nộp tiền) có trách nhiệm nộp tiền theo đúng quy định tại Điều 1 Quyết định này và theo Thông báo của Cục Thuế (tên Cục Thuế)."
20/2000/qđ-ttg+2,20/2000/qđ-ttg,"Điều 2. Người hoạt động cách mạng từ trước năm 1945 không ở nhà thuê thuộc sở hữu nhà nước hoặc có thuê nhưng đã trả lại cho nhà nước, được hỗ trợ 50 triệu đồng."
20/2000/qđ-ttg+4,20/2000/qđ-ttg,"Điều 4. Diện tích nhà ở, đất ở của người được hỗ trợ khi mua nhà ở thuộc sở hữu nhà nước quy định tại Điều 1, Điều 3 là diện tích hiện đang ở thuê, được mua theo quy định hiện hành; nếu đang ở thuê nhiều nơi khác nhau thì cộng chung tất cả diện tích đang thuê. Trường hợp diện tích nhà ở, đất ở lớn hơn mức được hỗ trợ, thì người mua phải thanh toán phần diện tích vượt đó theo gia quy định tại Nghị định số 61/CP đối với phần nhà và tại Nghị định số 87/CP ngày 17 tháng 8 năm 1994 đối với phần đất."
20/2001/nđ-cp+1,20/2001/nđ-cp,"Điều 1. Nghị định này quy định tiêu chuẩn, thủ tục bổ nhiệm và miễn nhiệm các chức danh giáo sư và phó giáo sư."
20/2001/nđ-cp+2,20/2001/nđ-cp,Điều 2. Thủ tục bổ nhiệm các chức danh giáo sư và phó giáo sư bao gồm việc xét công nhận các chức danh này và việc bổ nhiệm vào các ngạch giáo sư và phó giáo sư. Thủ tục miễn nhiệm các chức danh giáo sư và phó giáo sư bao gồm việc xét tước bỏ các chức danh này và việc miễn nhiệm khỏi các ngạch giáo sư và phó giáo sư tương ứng.
20/2001/nđ-cp+5,20/2001/nđ-cp,"Điều 5. Đối tượng được bổ nhiệm vào ngạch giáo sư, phó giáo sư gồm các nhà giáo đã được công nhận chức danh giáo sư, phó giáo sư hoặc đã có học hàm giáo sư, phó giáo sư thuộc biên chế giảng viên của các cơ sở giáo dục đại học và sau đại học."
20/2001/nđ-cp+7,20/2001/nđ-cp,Điều 7. Những người đã được bổ nhiệm vào ngạch giáo sư hoặc phó giáo sư nhưng chuyển sang vị trí công tác khác mà ở đó không có ngạch giáo sư hoặc phó giáo sư thì xếp chuyển ngạch tương ứng.
20/2001/nđ-cp+13,20/2001/nđ-cp,"Điều 13. Hội đồng Chức danh giáo sư nhà nước do Thủ tướng Chính phủ thành lập để giúp Thủ tướng Chính phủ chỉ đạo và thực hiện việc xét, công nhận và tước bỏ các chức danh giáo sư, phó giáo sư."
20/2001/nđ-cp+15,20/2001/nđ-cp,"Điều 15. Hội đồng Chức danh giáo sư nhà nước làm việc theo nguyên tắc tập thể, dân chủ, biểu quyết công khai hoặc bỏ phiếu kín để quyết định những vấn đề quan trọng."
20/2001/nđ-cp+16,20/2001/nđ-cp,Điều 16. Hội đồng Chức danh giáo sư nhà nước có con dấu hình quốc huy và tài khoản riêng. Kinh phí hoạt động của Hội đồng do ngân sách nhà nước cấp thông qua Bộ Giáo dục và Đào tạo. Trụ sở làm việc của Hội đồng đặt tại trụ sở của Bộ Giáo dục và Đào tạo.
20/2001/nđ-cp+19,20/2001/nđ-cp,"Điều 19. Hội đồng Chức danh giáo sư nhà nước có trách nhiệm hướng dẫn thực hiện việc xét công nhận, tước bỏ chức danh giáo sư, phó giáo sư theo quy định tại Nghị định này."
20/2001/nđ-cp+20,20/2001/nđ-cp,Điều 20. Những người đã được công nhận chức danh giáo sư hoặc phó giáo sư và những người đã có học hàm giáo sư hoặc phó giáo sư được coi là đã qua kỳ thi nâng ngạch và được bổ nhiệm vào ngạch giáo sư hoặc ngạch phó giáo sư theo các quy định tại Điều 8 và Điều 21 Nghị định này.
20/2001/nđ-cp+23,20/2001/nđ-cp,"Điều 23. Bộ trưởng, Trưởng Ban Tổ chức - Cán bộ Chính phủ chủ trì, phối hợp với Bộ trưởng Bộ Giáo dục và Đào tạo và các Bộ, ngành có liên quan hướng dẫn thực hiện việc bổ nhiệm, miễn nhiệm ngạch công chức giáo sư, phó giáo sư quy định tại Nghị định này."
20/2001/nđ-cp+24,20/2001/nđ-cp,"Điều 24. Công dân, cơ quan, tổ chức có quyền khiếu nại về việc công nhận, tước bỏ, bổ nhiệm, miễn nhiệm chức danh giáo sư, phó giáo sư."
20/2001/nđ-cp+25,20/2001/nđ-cp,"Điều 25. Công dân có quyền tố cáo việc công nhận, tước bỏ, bổ nhiệm, miễn nhiệm chức danh giáo sư, phó giáo sư."
20/2001/nđ-cp+26,20/2001/nđ-cp,"Điều 26. Thủ tục giải quyết khiếu nại, tố cáo thực hiện theo quy định của pháp luật về khiếu nại, tố cáo."
20/2001/nđ-cp+27,20/2001/nđ-cp,"Điều 27. Bộ trưởng, Trưởng Ban Tổ chức - Cán bộ Chính phủ chủ trì, phối hợp với Bộ trưởng các Bộ : Tài chính, Lao động - Thương binh và Xã hội, Giáo dục và Đào tạo, Chủ tịch Hội đồng Chức danh giáo sư nhà nước, đề xuất các chế độ, chính sách đối với những người được công nhận chức danh giáo sư, phó giáo sư, những người được bổ nhiệm vào ngạch giáo sư, ngạch phó giáo sư, trình Thủ tướng Chính phủ quyết định."
20/2001/nđ-cp+28,20/2001/nđ-cp,"Điều 28. Nghị định này có hiệu lực sau 15 ngày, kể từ ngày ký. Bãi bỏ Nghị định số 21/CP ngày 04 tháng 3 năm 1995 của Chính phủ về việc thành lập Hội đồng Học hàm Nhà nước, Quyết định số 200/TTg ngày 04 tháng 4 năm 1995 của Thủ tướng Chính phủ về việc ban hành Quy chế xét duyệt và công nhận học hàm giáo sư, phó giáo sư và những quy định trước đây trái với Nghị định này."
20/2013/tt-bgdđt+1,20/2013/tt-bgdđt,"Điều 1. Ban hành kèm theo Thông tư này Quy định bồi dưỡng chuyên môn, nghiệp vụ cho giảng viên các cơ sở giáo dục đại học."
