article_a,article_b,hamming,title_a,title_b
02/2008/qđ-byt+2,11/2004/qđ-bgtvt+2,0,"Điều 2. Quyết định có hiệu lực sau 15 ngày, kể từ ngày đăng Công báo.",Điều 2.
03/2021/tt-bgddt+11,03/2021/tt-bgdđt+11,0,Điều 11. Tổ chức thực hiện,Điều 11. Tổ chức thực hiện
102/2017/nð-cp+37,102/2017/nđ-cp+37,0,Điều 37. Hồ sơ xóa đăng ký biện pháp bảo đảm bằng tàu biển,Điều 37. Hồ sơ xóa đăng ký biện pháp bảo đảm bằng tàu biển
155/2020/nd-cp+109,155/2020/nđ-cp+109,0,Điều 109. Điều kiện niêm yết cổ phiếu,Điều 109. Điều kiện niêm yết cổ phiếu
155/2020/nd-cp+242,155/2020/nđ-cp+242,0,"Điều 242. Hồ sơ đăng ký lập quỹ, thay đổi ngân hàng giám sát, thay đổi tên quỹ, công ty quản lý quỹ đầu tư chứng khoán của quỹ mở","Điều 242. Hồ sơ đăng ký lập quỹ, thay đổi ngân hàng giám sát, thay đổi tên quỹ, công ty quản lý quỹ đầu tư chứng khoán của quỹ mở"
19/2019/nđ+8,19/2019/nđ-cp+8,0,Điều 8. Nội dung văn bản thoả thuận về dây họ,Điều 8. Nội dung văn bản thoả thuận về dây họ
77/2016/ttlt-btc-bkhcn+9,80/2016/ttlt-btc-btttt+9,0,Điều 9. Nguyên tắc hoạt động của Cổng thông tin một cửa quốc gia,Điều 9. Nguyên tắc hoạt động của Cổng thông tin một cửa quốc gia
146/2018/nð-cp+11,146/2018/nđ-cp+11,0,Điều 11. Lập danh sách cấp thẻ bảo hiểm y tế của một số đối tượng,Điều 11. Lập danh sách cấp thẻ bảo hiểm y tế của một số đối tượng
155/2020/nd-cp+215,155/2020/nđ-cp+215,0,Điều 215. Thu hồi chứng chỉ hành nghề chứng khoán,Điều 215. Thu hồi chứng chỉ hành nghề chứng khoán
155/2020/nd-cp+304,155/2020/nđ-cp+304,0,"Điều 304. Tạm ngừng, đình chỉ một phần hoặc toàn bộ hoặc khôi phục hoạt động giao dịch của Sở giao dịch chứng khoán","Điều 304. Tạm ngừng, đình chỉ một phần hoặc toàn bộ hoặc khôi phục hoạt động giao dịch của Sở giao dịch chứng khoán"
63/2019/nđ-+52,63/2019/nđ-cp+52,0,Điều 52. Thẩm quyền xử phạt của Thanh tra,Điều 52. Thẩm quyền xử phạt của Thanh tra
102/2017/nð-cp+20,102/2017/nđ-cp+20,0,Điều 20. Sửa chữa sai sót nội dung biện pháp bảo đảm đã đăng ký do lỗi của cơ quan đăng ký,Điều 20. Sửa chữa sai sót nội dung biện pháp bảo đảm đã đăng ký do lỗi của cơ quan đăng ký
11/2015/tt-bct+2,27/2014/tt-bct+2,0,Điều 2. Đối tượng áp dụng,Điều 2. Đối tượng áp dụng
102/2017/nð-cp+59,102/2017/nđ-cp+59,0,Điều 59. Quyền yêu cầu cung cấp thông tin về biện pháp bảo đảm,Điều 59. Quyền yêu cầu cung cấp thông tin về biện pháp bảo đảm
146/2018/nð-cp+25,146/2018/nđ-cp+25,0,Điều 25. Thanh toán theo định suất,Điều 25. Thanh toán theo định suất
24/2020/nd-cp+12,24/2020/nđ-cp+12,0,"Điều 12. Chi xây dựng, triển khai các sáng kiến, mô hình cộng đồng sức khỏe hạn chế sử dụng rượu, bia","Điều 12. Chi xây dựng, triển khai các sáng kiến, mô hình cộng đồng sức khỏe hạn chế sử dụng rượu, bia"
63/2019/nđ-+42,63/2019/nđ-cp+42,0,Điều 42. Hành vi vi phạm quy định về bảo quản hàng dự trữ quốc gia,Điều 42. Hành vi vi phạm quy định về bảo quản hàng dự trữ quốc gia
02/2019/tt-bvhttdl+10,03/2019/tt-bvhttdl+10,0,Điều 10. Tổ chức thực hiện,Điều 10. Tổ chức thực hiện
02/2019/tt-bvhttdl+10,08/2019/tt-bvhttdl+10,0,Điều 10. Tổ chức thực hiện,Điều 10. Tổ chức thực hiện
03/2019/tt-bvhttdl+10,08/2019/tt-bvhttdl+10,0,Điều 10. Tổ chức thực hiện,Điều 10. Tổ chức thực hiện
91/2019/nd-cp+39,91/2019/nđ-cp+39,0,Điều 39. Thẩm quyền của thanh tra chuyên ngành,Điều 39. Thẩm quyền của thanh tra chuyên ngành
146/2018/nð-cp+22,146/2018/nđ-cp+22,0,"Điều 22. Sửa đổi, bổ sung hợp đồng","Điều 22. Sửa đổi, bổ sung hợp đồng"
155/2020/nd-cp+301,155/2020/nđ-cp+301,0,"Điều 301. Giám sát an ninh, an toàn thị trường chứng khoán","Điều 301. Giám sát an ninh, an toàn thị trường chứng khoán"
09/2014/ttlt-btp-tandtc-vksndtc+8,09/2014/ttlt-btp-tandtc-vksndtc-btc+8,0,Điều 8. Sửa chữa lỗi kỹ thuật vi bằng,Điều 8. Sửa chữa lỗi kỹ thuật vi bằng
155/2020/nd-cp+30,155/2020/nđ-cp+30,0,Điều 30. Điều kiện chào bán chứng khoán ra công chúng của công ty sau quá trình cơ cấu lại doanh nghiệp,Điều 30. Điều kiện chào bán chứng khoán ra công chúng của công ty sau quá trình cơ cấu lại doanh nghiệp
155/2020/nd-cp+277,155/2020/nđ-cp+277,0,Điều 277. Quyền và nghĩa vụ của thành viên Hội đồng quản trị,Điều 277. Quyền và nghĩa vụ của thành viên Hội đồng quản trị
63/2019/nđ-+6,63/2019/nđ-cp+6,0,"Điều 6. Hành vi vi phạm hành chính đối với các quy định về đầu tư, mua sắm tài sản công","Điều 6. Hành vi vi phạm hành chính đối với các quy định về đầu tư, mua sắm tài sản công"
146/2018/nð-cp+31,146/2018/nđ-cp+31,0,Điều 31. Phân bổ và sử dụng quỹ bảo hiểm y tế,Điều 31. Phân bổ và sử dụng quỹ bảo hiểm y tế
146/2018/nð-cp+28,146/2018/nđ-cp+28,0,Điều 28. Hồ sơ đề nghị thanh toán trực tiếp,Điều 28. Hồ sơ đề nghị thanh toán trực tiếp
155/2020/nd-cp+34,155/2020/nđ-cp+34,0,"Điều 34. Điều kiện chào bán chứng khoán ra công chúng của công ty sau chia, tách công ty","Điều 34. Điều kiện chào bán chứng khoán ra công chúng của công ty sau chia, tách công ty"
178/2014/tt-btc+2,280/2016/tt-btc+2,0,Điều 2. Đối tượng áp dụng,Điều 2. Đối tượng áp dụng
84/2019/nđ-+23,84/2019/nđ-cp+23,0,"Điều 23. Nội dung, thời gian tập huấn và thẩm quyền cấp Giấy chứng nhận lấy mẫu phân bón","Điều 23. Nội dung, thời gian tập huấn và thẩm quyền cấp Giấy chứng nhận lấy mẫu phân bón"
155/2020/nd-cp+94,155/2020/nđ-cp+94,0,Điều 94. Tiếp tục chào mua công khai,Điều 94. Tiếp tục chào mua công khai
155/2020/nd-cp+199,155/2020/nđ-cp+199,0,Điều 199. Điều kiện cung cấp dịch vụ cho vay chứng khoán,Điều 199. Điều kiện cung cấp dịch vụ cho vay chứng khoán
24/2020/nd-cp+4,24/2020/nđ-cp+4,0,"Điều 4. Hạn chế hình ảnh diễn viên uống rượu, bia trong tác phẩm điện ảnh, sân khấu, truyền hình","Điều 4. Hạn chế hình ảnh diễn viên uống rượu, bia trong tác phẩm điện ảnh, sân khấu, truyền hình"
24/2020/nd-cp+21,24/2020/nđ-cp+21,0,"Điều 21. Trách nhiệm quản lý nhà nước của Bộ Văn hóa, Thể thao và Du lịch","Điều 21. Trách nhiệm quản lý nhà nước của Bộ Văn hóa, Thể thao và Du lịch"
91/2019/nd-cp+40,91/2019/nđ-cp+40,0,Điều 40. Biên bản và thẩm quyền lập biên bản vi phạm hành chính,Điều 40. Biên bản và thẩm quyền lập biên bản vi phạm hành chính
102/2017/nð-cp+52,102/2017/nđ-cp+52,0,Điều 52. Thủ tục đăng ký biện pháp bảo đảm bằng tài sản là động sản khác; đăng ký thay đổi nội dung biện pháp bảo đảm đã đăng ký; sửa chữa sai sót; xóa đăng ký; đăng ký văn bản thông báo về việc xử lý tài sản thế chấp bằng tài sản là động sản khác,Điều 52. Thủ tục đăng ký biện pháp bảo đảm bằng tài sản là động sản khác; đăng ký thay đổi nội dung biện pháp bảo đảm đã đăng ký; sửa chữa sai sót; xóa đăng ký; đăng ký văn bản thông báo về việc xử lý tài sản thế chấp bằng tài sản là động sản khác
102/2017/nð-cp+27,102/2017/nđ-cp+27,0,Điều 27. Hồ sơ sửa chữa sai sót nội dung biện pháp bảo đảm bằng tàu bay đã đăng ký do lỗi của cơ quan đăng ký,Điều 27. Hồ sơ sửa chữa sai sót nội dung biện pháp bảo đảm bằng tàu bay đã đăng ký do lỗi của cơ quan đăng ký
12/2019/tt-bct+2,21/2019/tt-bct+2,0,Điều 2. Đối tượng áp dụng,Điều 2. Đối tượng áp dụng
146/2018/nð-cp+39,146/2018/nđ-cp+39,0,Điều 39. Điều khoản chuyển tiếp,Điều 39. Điều khoản chuyển tiếp
155/2020/nd-cp+266,155/2020/nđ-cp+266,0,"Điều 266. Hồ sơ đề nghị chấp thuận hợp nhất, sáp nhập công ty đầu tư chứng khoán","Điều 266. Hồ sơ đề nghị chấp thuận hợp nhất, sáp nhập công ty đầu tư chứng khoán"
09/2012/tt-byt+32,15/2013/tt-byt+32,0,Điều 32. Điều khoản tham chiếu,Điều 32. Điều khoản tham chiếu
155/2020/nd-cp+89,155/2020/nđ-cp+89,0,"Điều 89. Trách nhiệm của tổ chức, cá nhân chào mua công khai","Điều 89. Trách nhiệm của tổ chức, cá nhân chào mua công khai"
155/2020/nd-cp+12,155/2020/nđ-cp+12,0,Điều 12. Hồ sơ đăng ký chào bán thêm cổ phiếu ra công chúng của công ty đại chúng,Điều 12. Hồ sơ đăng ký chào bán thêm cổ phiếu ra công chúng của công ty đại chúng
155/2020/nd-cp+273,155/2020/nđ-cp+273,0,Điều 273. Cuộc họp Đại hội đồng cổ đông,Điều 273. Cuộc họp Đại hội đồng cổ đông
91/2019/nd-cp+18,91/2019/nđ-cp+18,0,"Điều 18. Chuyển quyền, cho thuê, thế chấp bằng quyền sử dụng đất khi không đủ điều kiện theo quy định tại khoản 1 Điều 188 của Luật đất đai","Điều 18. Chuyển quyền, cho thuê, thế chấp bằng quyền sử dụng đất khi không đủ điều kiện theo quy định tại khoản 1 Điều 188 của Luật đất đai"
91/2019/nd-cp+34,91/2019/nđ-cp+34,0,"Điều 34. Vi phạm quy định về quản lý chỉ giới sử dụng đất, mốc địa giới hành chính","Điều 34. Vi phạm quy định về quản lý chỉ giới sử dụng đất, mốc địa giới hành chính"
155/2020/nd-cp+92,155/2020/nđ-cp+92,0,Điều 92. Rút lại đề nghị chào mua công khai,Điều 92. Rút lại đề nghị chào mua công khai
155/2020/nd-cp+154,155/2020/nđ-cp+154,0,"Điều 154. Trình tự, thủ tục chấm dứt hoạt động cung cấp dịch vụ bù trừ, thanh toán giao dịch chứng khoán bắt buộc","Điều 154. Trình tự, thủ tục chấm dứt hoạt động cung cấp dịch vụ bù trừ, thanh toán giao dịch chứng khoán bắt buộc"
155/2020/nd-cp+210,155/2020/nđ-cp+210,0,"Điều 210. Hồ sơ, thủ tục thu hồi Giấy phép thành lập và hoạt động kinh doanh chứng khoán và tất toán tài sản của khách hàng của công ty chứng khoán, chi nhánh công ty chứng khoán nước ngoài tại Việt Nam","Điều 210. Hồ sơ, thủ tục thu hồi Giấy phép thành lập và hoạt động kinh doanh chứng khoán và tất toán tài sản của khách hàng của công ty chứng khoán, chi nhánh công ty chứng khoán nước ngoài tại Việt Nam"
155/2020/nd-cp+237,155/2020/nđ-cp+237,0,"Điều 237. Hồ sơ thay đổi thời hạn hoạt động, thay đổi ngân hàng giám sát, thay đổi tên quỹ, công ty quản lý quỹ đầu tư chứng khoán của quỹ đóng","Điều 237. Hồ sơ thay đổi thời hạn hoạt động, thay đổi ngân hàng giám sát, thay đổi tên quỹ, công ty quản lý quỹ đầu tư chứng khoán của quỹ đóng"
155/2020/nd-cp+206,155/2020/nđ-cp+206,0,"Điều 206. Điều kiện tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán","Điều 206. Điều kiện tổ chức lại công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán"
91/2019/nd-cp+27,91/2019/nđ-cp+27,0,Điều 27. Chuyển quyền và nhận chuyển quyền đối với cơ sở tôn giáo không đúng quy định của Luật Đất đai,Điều 27. Chuyển quyền và nhận chuyển quyền đối với cơ sở tôn giáo không đúng quy định của Luật Đất đai
155/2020/nd-cp+10,155/2020/nđ-cp+10,0,Điều 10. Hình thức chào bán chứng khoán ra công chúng,Điều 10. Hình thức chào bán chứng khoán ra công chúng
155/2020/nd-cp+270,155/2020/nđ-cp+270,0,Điều 270. Điều lệ công ty và Quy chế nội bộ về quản trị công ty,Điều 270. Điều lệ công ty và Quy chế nội bộ về quản trị công ty
146/2018/nð-cp+26,146/2018/nđ-cp+26,0,Điều 26. Thanh toán chi phí vận chuyển người bệnh,Điều 26. Thanh toán chi phí vận chuyển người bệnh
24/2020/nd-cp+10,24/2020/nđ-cp+10,0,"Điều 10. Nội dung chi, mức chi các hoạt động tư vấn cai nghiện rượu, bia","Điều 10. Nội dung chi, mức chi các hoạt động tư vấn cai nghiện rượu, bia"
102/2017/nð-cp+44,102/2017/nđ-cp+44,0,"Điều 44. Hồ sơ sửa chữa sai sót nội dung biện pháp bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất đã đăng ký do lỗi của cơ quan đăng ký","Điều 44. Hồ sơ sửa chữa sai sót nội dung biện pháp bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất đã đăng ký do lỗi của cơ quan đăng ký"
102/2017/nð-cp+45,102/2017/nđ-cp+45,0,"Điều 45. Hồ sơ đăng ký văn bản thông báo về việc xử lý tài sản thế chấp bằng quyền sử dụng đất, tài sản gắn liền với đất","Điều 45. Hồ sơ đăng ký văn bản thông báo về việc xử lý tài sản thế chấp bằng quyền sử dụng đất, tài sản gắn liền với đất"
102/2017/nð-cp+47,102/2017/nđ-cp+47,0,"Điều 47. Hồ sơ xóa đăng ký biện pháp bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất","Điều 47. Hồ sơ xóa đăng ký biện pháp bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất"
145/2017/tt-bqp+1,79/2019/tt-bqp+1,0,Điều 1. Phạm vi điều chỉnh,Điều 1. Phạm vi điều chỉnh
146/2018/nð-cp+30,146/2018/nđ-cp+30,0,Điều 30. Mức thanh toán trực tiếp,Điều 30. Mức thanh toán trực tiếp
155/2020/nd-cp+246,155/2020/nđ-cp+246,0,Điều 246. Giải thể quỹ mở,Điều 246. Giải thể quỹ mở
155/2020/nd-cp+296,155/2020/nđ-cp+296,0,Điều 296. Báo cáo và công bố thông tin về mô hình tổ chức quản lý và hoạt động công ty,Điều 296. Báo cáo và công bố thông tin về mô hình tổ chức quản lý và hoạt động công ty
155/2020/nd-cp+143,155/2020/nđ-cp+143,0,"Điều 143. Nghĩa vụ của tổ chức kinh tế có vốn đầu tư nước ngoài khi đầu tư, giao dịch trên thị trường chứng khoán","Điều 143. Nghĩa vụ của tổ chức kinh tế có vốn đầu tư nước ngoài khi đầu tư, giao dịch trên thị trường chứng khoán"
155/2020/nd-cp+183,155/2020/nđ-cp+183,0,"Điều 183. Hồ sơ đề nghị thay đổi tên, địa chỉ trụ sở chính, vốn cấp cho chi nhánh, giám đốc chi nhánh, trưởng văn phòng đại diện công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam","Điều 183. Hồ sơ đề nghị thay đổi tên, địa chỉ trụ sở chính, vốn cấp cho chi nhánh, giám đốc chi nhánh, trưởng văn phòng đại diện công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam"
155/2020/nd-cp+202,155/2020/nđ-cp+202,0,Điều 202. Chào bán sản phẩm tài chính,Điều 202. Chào bán sản phẩm tài chính
155/2020/nd-cp+288,155/2020/nđ-cp+288,0,Điều 288. Quyền và nghĩa vụ của Ban kiểm soát,Điều 288. Quyền và nghĩa vụ của Ban kiểm soát
155/2020/nd-cp+309,155/2020/nđ-cp+309,0,Điều 309. Hiệu lực thi hành,Điều 309. Hiệu lực thi hành
160/2018/nđ-cp+17,66/2014/nđ-cp+17,0,Điều 17. Lưu trú đối với người nước ngoài tham gia hoạt động ứng phó và khắc phục hậu quả thiên tai tại Việt Nam,Điều 17. Lưu trú đối với người nước ngoài tham gia hoạt động ứng phó và khắc phục hậu quả thiên tai tại Việt Nam
63/2019/nđ-+20,63/2019/nđ-cp+20,0,Điều 20. Hành vi vi phạm hành chính đối với các quy định về xử lý tài sản của các dự án khi dự án kết thúc hoặc không còn nhu cầu sử dụng,Điều 20. Hành vi vi phạm hành chính đối với các quy định về xử lý tài sản của các dự án khi dự án kết thúc hoặc không còn nhu cầu sử dụng
155/2020/nd-cp+56,155/2020/nđ-cp+56,0,"Điều 56. Hồ sơ đăng ký phát hành cổ phiếu để hoán đổi theo hợp đồng hợp nhất, sáp nhập","Điều 56. Hồ sơ đăng ký phát hành cổ phiếu để hoán đổi theo hợp đồng hợp nhất, sáp nhập"
155/2020/nd-cp+106,155/2020/nđ-cp+106,0,"Điều 106. Hủy bỏ bắt buộc tư cách thành viên giao dịch, thành viên giao dịch đặc biệt","Điều 106. Hủy bỏ bắt buộc tư cách thành viên giao dịch, thành viên giao dịch đặc biệt"
84/2019/nđ-+11,84/2019/nđ-cp+11,0,Điều 11. Thu hồi Quyết định công nhận tổ chức khảo nghiệm phân bón,Điều 11. Thu hồi Quyết định công nhận tổ chức khảo nghiệm phân bón
155/2020/nd-cp+127,155/2020/nđ-cp+127,0,"Điều 127. Đăng ký niêm yết, giao dịch chứng khoán tại Sở giao dịch chứng khoán nước ngoài","Điều 127. Đăng ký niêm yết, giao dịch chứng khoán tại Sở giao dịch chứng khoán nước ngoài"
155/2020/nd-cp+166,155/2020/nđ-cp+166,0,Điều 166. Quy định chung về ngân hàng thanh toán,Điều 166. Quy định chung về ngân hàng thanh toán
84/2019/nđ-+8,84/2019/nđ-cp+8,0,"Điều 8. Trình tự, thủ tục và thẩm quyền hủy bỏ Quyết định công nhận phân bón lưu hành tại Việt Nam","Điều 8. Trình tự, thủ tục và thẩm quyền hủy bỏ Quyết định công nhận phân bón lưu hành tại Việt Nam"
155/2020/nd-cp+217,155/2020/nđ-cp+217,0,"Điều 217. Tên của quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán","Điều 217. Tên của quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán"
155/2020/nd-cp+194,155/2020/nđ-cp+194,0,"Điều 194. Hồ sơ đề nghị rút nghiệp vụ, đóng cửa chi nhánh, phòng giao dịch, văn phòng đại diện trong nước của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán","Điều 194. Hồ sơ đề nghị rút nghiệp vụ, đóng cửa chi nhánh, phòng giao dịch, văn phòng đại diện trong nước của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán"
155/2020/nd-cp+278,155/2020/nđ-cp+278,0,Điều 278. Trách nhiệm và nghĩa vụ của Hội đồng quản trị,Điều 278. Trách nhiệm và nghĩa vụ của Hội đồng quản trị
155/2020/nd-cp+26,155/2020/nđ-cp+26,0,Điều 26. Điều kiện chào bán trái phiếu ra công chúng bằng đồng Việt Nam của tổ chức tài chính quốc tế,Điều 26. Điều kiện chào bán trái phiếu ra công chúng bằng đồng Việt Nam của tổ chức tài chính quốc tế
155/2020/nd-cp+203,155/2020/nđ-cp+203,0,Điều 203. Hồ sơ đề nghị chấp thuận cung cấp dịch vụ công ty chứng khoán,Điều 203. Hồ sơ đề nghị chấp thuận cung cấp dịch vụ công ty chứng khoán
155/2020/nd-cp+238,155/2020/nđ-cp+238,0,"Điều 238. Hợp nhất, sáp nhập quỹ đóng","Điều 238. Hợp nhất, sáp nhập quỹ đóng"
155/2020/nd-cp+62,155/2020/nđ-cp+62,0,Điều 62. Điều kiện công ty đại chúng phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu,Điều 62. Điều kiện công ty đại chúng phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu
155/2020/nd-cp+75,155/2020/nđ-cp+75,0,Điều 75. Điều kiện đăng ký hỗ trợ phát hành chứng chỉ lưu ký tại nước ngoài trên cơ sở số cổ phiếu đang lưu hành tại Việt Nam,Điều 75. Điều kiện đăng ký hỗ trợ phát hành chứng chỉ lưu ký tại nước ngoài trên cơ sở số cổ phiếu đang lưu hành tại Việt Nam
155/2020/nd-cp+175,155/2020/nđ-cp+175,0,Điều 175. Vốn điều lệ tối thiểu,Điều 175. Vốn điều lệ tối thiểu
155/2020/nd-cp+209,155/2020/nđ-cp+209,0,"Điều 209. Thủ tục chấp thuận tạm ngừng hoạt động công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam","Điều 209. Thủ tục chấp thuận tạm ngừng hoạt động công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam"
84/2019/nđ-+7,84/2019/nđ-cp+7,0,"Điều 7. Hồ sơ, trình tự gia hạn Quyết định công nhận phân bón lưu hành tại Việt Nam","Điều 7. Hồ sơ, trình tự gia hạn Quyết định công nhận phân bón lưu hành tại Việt Nam"
102/2017/nð-cp+23,102/2017/nđ-cp+23,0,Điều 23. Đăng ký biện pháp bảo đảm trong trường hợp bổ sung nghĩa vụ được bảo đảm,Điều 23. Đăng ký biện pháp bảo đảm trong trường hợp bổ sung nghĩa vụ được bảo đảm
155/2020/nd-cp+104,155/2020/nđ-cp+104,0,"Điều 104. Trình tự, thủ tục tự nguyện hủy bỏ tư cách thành viên giao dịch, thành viên giao dịch đặc biệt, Kho bạc Nhà nước tự nguyện hủy bỏ tham gia giao dịch công cụ nợ","Điều 104. Trình tự, thủ tục tự nguyện hủy bỏ tư cách thành viên giao dịch, thành viên giao dịch đặc biệt, Kho bạc Nhà nước tự nguyện hủy bỏ tham gia giao dịch công cụ nợ"
155/2020/nd-cp+103,155/2020/nđ-cp+103,0,"Điều 103. Tự nguyện hủy bỏ tư cách thành viên giao dịch, thành viên giao dịch đặc biệt, Kho bạc Nhà nước tự nguyện hủy bỏ tham gia giao dịch công cụ nợ","Điều 103. Tự nguyện hủy bỏ tư cách thành viên giao dịch, thành viên giao dịch đặc biệt, Kho bạc Nhà nước tự nguyện hủy bỏ tham gia giao dịch công cụ nợ"
63/2019/nđ-+22,63/2019/nđ-cp+22,0,Điều 22. Hành vi vi phạm quy định về xử lý tài sản được xác lập quyền sở hữu toàn dân,Điều 22. Hành vi vi phạm quy định về xử lý tài sản được xác lập quyền sở hữu toàn dân
155/2020/nd-cp+28,155/2020/nđ-cp+28,0,Điều 28. Điều kiện chào bán chứng khoán ra công chúng cho nhiều đợt chào bán,Điều 28. Điều kiện chào bán chứng khoán ra công chúng cho nhiều đợt chào bán
155/2020/nd-cp+84,155/2020/nđ-cp+84,0,Điều 84. Thông qua việc không phải thực hiện chào mua công khai,Điều 84. Thông qua việc không phải thực hiện chào mua công khai
09/2014/ttlt-btp-tandtc-vksndtc+3,09/2014/ttlt-btp-tandtc-vksndtc-btc+3,0,Điều 3. Các loại văn bản Thừa phát lại được tống đạt,Điều 3. Các loại văn bản Thừa phát lại được tống đạt
155/2020/nd-cp+204,155/2020/nđ-cp+204,0,Điều 204. Chấm dứt hoạt động cung cấp dịch vụ,Điều 204. Chấm dứt hoạt động cung cấp dịch vụ
02/2008/qđ-bgdđt+2,19/2007/qđ-btnmt+2,0,Điều 2.,Điều 2.
102/2017/nð-cp+54,102/2017/nđ-cp+54,0,Điều 54. Tài khoản đăng ký trực tuyến,Điều 54. Tài khoản đăng ký trực tuyến
91/2019/nd-cp+42,91/2019/nđ-cp+42,0,Điều 42. Điều khoản chuyển tiếp,Điều 42. Điều khoản chuyển tiếp
09/2014/ttlt-btp-tandtc-vksndtc+9,09/2014/ttlt-btp-tandtc-vksndtc-btc+9,0,Điều 9. Xác minh điều kiện thi hành án,Điều 9. Xác minh điều kiện thi hành án
09/2014/ttlt-btp-tandtc-vksndtc+1,09/2014/ttlt-btp-tandtc-vksndtc-btc+1,0,Điều 1. Phạm vi điều chỉnh,Điều 1. Phạm vi điều chỉnh
129/2015/nđ-cp+2,70/2019/nđ-cp+2,0,Điều 2. Đối tượng áp dụng,Điều 2. Đối tượng áp dụng
63/2019/nđ-+56,63/2019/nđ-cp+56,0,"Điều 56. Hành vi lập hồ sơ, chứng từ giả mạo để chi ngân sách nhà nước nhưng chưa đến mức truy cứu trách nhiệm hình sự","Điều 56. Hành vi lập hồ sơ, chứng từ giả mạo để chi ngân sách nhà nước nhưng chưa đến mức truy cứu trách nhiệm hình sự"
84/2019/nđ-+27,84/2019/nđ-cp+27,0,Điều 27. Quy định chuyển tiếp,Điều 27. Quy định chuyển tiếp
91/2019/nd-cp+29,91/2019/nđ-cp+29,0,Điều 29. Nhận chuyển quyền sử dụng đất nông nghiệp vượt hạn mức quy định tại Điều 130 của Luật đất đai và Điều 44 của Nghị định số 43/2014/NĐ-CP,Điều 29. Nhận chuyển quyền sử dụng đất nông nghiệp vượt hạn mức quy định tại Điều 130 của Luật đất đai và Điều 44 của Nghị định số 43/2014/NĐ-CP
102/2017/nð-cp+53,102/2017/nđ-cp+53,0,Điều 53. Yêu cầu đăng ký trực tuyến,Điều 53. Yêu cầu đăng ký trực tuyến
155/2020/nd-cp+25,155/2020/nđ-cp+25,0,Điều 25. Hồ sơ đăng ký chào bán trái phiếu có bảo đảm ra công chúng,Điều 25. Hồ sơ đăng ký chào bán trái phiếu có bảo đảm ra công chúng
102/2017/nð-cp+30,102/2017/nđ-cp+30,0,"Điều 30. Thủ tục đăng ký biện pháp bảo đảm bằng tàu bay; đăng ký thay đổi nội dung biện pháp bảo đảm đã đăng ký; sửa chữa sai sót; xóa đăng ký; đăng ký văn bản thông báo về việc xử lý tài sản cầm cố tàu bay, thế chấp tàu bay","Điều 30. Thủ tục đăng ký biện pháp bảo đảm bằng tàu bay; đăng ký thay đổi nội dung biện pháp bảo đảm đã đăng ký; sửa chữa sai sót; xóa đăng ký; đăng ký văn bản thông báo về việc xử lý tài sản cầm cố tàu bay, thế chấp tàu bay"
102/2017/nð-cp+55,102/2017/nđ-cp+55,0,Điều 55. Hoạt động của hệ thống đăng ký trực tuyến,Điều 55. Hoạt động của hệ thống đăng ký trực tuyến
102/2017/nð-cp+39,102/2017/nđ-cp+39,0,"Điều 39. Hồ sơ đăng ký thế chấp quyền sử dụng đất, tài sản gắn liền với đất","Điều 39. Hồ sơ đăng ký thế chấp quyền sử dụng đất, tài sản gắn liền với đất"
1338/2004/qđ-byt+3,26/2008/qđ-byt+3,0,Điều 3. Quyết định này có hiệu lực sau 15 ngày kể từ ngày đăng công báo.,Điều 3.
1338/2004/qđ-byt+3,30/2004/qđ-bgtvt+3,0,Điều 3. Quyết định này có hiệu lực sau 15 ngày kể từ ngày đăng công báo.,"Điều 3: Quyết định này có hiệu lực sau 15 ngày, kể từ ngày đăng Công Báo."
155/2020/nd-cp+98,155/2020/nđ-cp+98,0,Điều 98. Hồ sơ đăng ký thành viên giao dịch,Điều 98. Hồ sơ đăng ký thành viên giao dịch
26/2008/qđ-byt+3,30/2004/qđ-bgtvt+3,0,Điều 3.,"Điều 3: Quyết định này có hiệu lực sau 15 ngày, kể từ ngày đăng Công Báo."
